Iter Core_Total(Pa) Full_Total(Pa) Core_Static(Pa) Full_Static(Pa)
1265 3725.94 5911.56 3760.89 6115.36
1266 3725.94 5911.56 3760.89 6115.36
1267 3725.94 5911.56 3760.89 6115.36
1268 3725.93 5911.56 3760.89 6115.35
1269 3725.93 5911.55 3760.89 6115.35
1270 3725.93 5911.55 3760.89 6115.35
1271 3725.94 5911.54 3760.89 6115.35
1272 3725.94 5911.54 3760.89 6115.35
1273 3725.94 5911.53 3760.89 6115.34
1274 3725.94 5911.52 3760.89 6115.34
1275 3725.95 5911.51 3760.89 6115.34
1276 3725.95 5911.5 3760.89 6115.34
1277 3725.96 5911.49 3760.89 6115.33
1278 3725.96 5911.48 3760.89 6115.33
1279 3725.97 5911.47 3760.89 6115.33
1280 3725.97 5911.47 3760.89 6115.33
1281 3725.98 5911.46 3760.89 6115.33
1282 3725.98 5911.45 3760.89 6115.32
1283 3725.99 5911.44 3760.89 6115.32
1284 3725.99 5911.44 3760.89 6115.32
1285 3726 5911.43 3760.89 6115.32
1286 3726 5911.43 3760.9 6115.32
1287 3726 5911.42 3760.9 6115.32
1288 3726.01 5911.42 3760.89 6115.31
1289 3726.01 5911.42 3760.89 6115.31
1290 3726.01 5911.42 3760.89 6115.31
1291 3726.01 5911.42 3760.89 6115.31
1292 3726.01 5911.42 3760.89 6115.31
1293 3726.01 5911.42 3760.89 6115.31
1294 3726.01 5911.42 3760.89 6115.31
1295 3726 5911.43 3760.89 6115.31
1296 3726 5911.43 3760.89 6115.31
1297 3726 5911.43 3760.89 6115.31
1298 3725.99 5911.44 3760.89 6115.31
1299 3725.99 5911.45 3760.89 6115.31
1300 3725.98 5911.45 3760.89 6115.31
1301 3725.98 5911.46 3760.89 6115.31
1302 3725.97 5911.46 3760.89 6115.31
1303 3725.97 5911.47 3760.88 6115.31
1304 3725.96 5911.47 3760.88 6115.31
1305 3725.96 5911.47 3760.88 6115.31
1306 3725.95 5911.48 3760.88 6115.31
1307 3725.95 5911.48 3760.88 6115.31
1308 3725.95 5911.48 3760.88 6115.31
1309 3725.94 5911.48 3760.88 6115.31
1310 3725.94 5911.48 3760.88 6115.31
1311 3725.94 5911.48 3760.88 6115.31
1312 3725.93 5911.48 3760.88 6115.31
1313 3725.93 5911.48 3760.88 6115.31
1314 3725.93 5911.48 3760.88 6115.31
1315 3725.93 5911.47 3760.88 6115.31
1316 3725.93 5911.47 3760.88 6115.31
1317 3725.93 5911.47 3760.88 6115.31
1318 3725.93 5911.46 3760.88 6115.3
1319 3725.93 5911.46 3760.88 6115.3
1320 3725.93 5911.45 3760.88 6115.3
1321 3725.93 5911.44 3760.88 6115.3
1322 3725.94 5911.44 3760.88 6115.3
1323 3725.94 5911.43 3760.88 6115.3
1324 3725.94 5911.43 3760.88 6115.3
1325 3725.95 5911.42 3760.88 6115.3
1326 3725.95 5911.42 3760.88 6115.29
1327 3725.95 5911.41 3760.88 6115.29
1328 3725.96 5911.41 3760.88 6115.29
1329 3725.96 5911.41 3760.89 6115.29
1330 3725.96 5911.4 3760.89 6115.29
1331 3725.97 5911.4 3760.89 6115.29
1332 3725.97 5911.4 3760.89 6115.29
1333 3725.97 5911.4 3760.89 6115.29
1334 3725.97 5911.4 3760.89 6115.29
1335 3725.98 5911.4 3760.89 6115.29
1336 3725.98 5911.4 3760.89 6115.29
1337 3725.98 5911.4 3760.89 6115.29
1338 3725.98 5911.4 3760.89 6115.29
1339 3725.98 5911.4 3760.89 6115.29
1340 3725.98 5911.41 3760.89 6115.29
1341 3725.98 5911.41 3760.89 6115.29
1342 3725.98 5911.41 3760.89 6115.29
1343 3725.98 5911.41 3760.89 6115.29
1344 3725.98 5911.42 3760.89 6115.29
1345 3725.98 5911.42 3760.89 6115.29
1346 3725.97 5911.42 3760.88 6115.29
1347 3725.97 5911.43 3760.88 6115.29
1348 3725.97 5911.43 3760.88 6115.29
1349 3725.97 5911.43 3760.88 6115.29
1350 3725.97 5911.43 3760.88 6115.29
1351 3725.96 5911.43 3760.88 6115.29
1352 3725.96 5911.44 3760.88 6115.29
1353 3725.96 5911.44 3760.88 6115.29
1354 3725.96 5911.44 3760.88 6115.29
1355 3725.95 5911.44 3760.88 6115.29
1356 3725.95 5911.44 3760.88 6115.29
1357 3725.95 5911.44 3760.88 6115.29
1358 3725.95 5911.44 3760.88 6115.29
1359 3725.95 5911.43 3760.88 6115.29
1360 3725.95 5911.43 3760.88 6115.29
1361 3725.94 5911.43 3760.88 6115.29
1362 3725.94 5911.43 3760.88 6115.29
1363 3725.94 5911.42 3760.88 6115.28
1364 3725.94 5911.42 3760.88 6115.28
1365 3725.94 5911.42 3760.88 6115.28
1366 3725.94 5911.42 3760.88 6115.28
1367 3725.94 5911.41 3760.88 6115.28
1368 3725.94 5911.41 3760.88 6115.28
1369 3725.94 5911.41 3760.88 6115.28
1370 3725.94 5911.4 3760.88 6115.28
1371 3725.94 5911.4 3760.88 6115.28
1372 3725.94 5911.4 3760.88 6115.28
1373 3725.94 5911.4 3760.88 6115.28
1374 3725.95 5911.4 3760.88 6115.28
1375 3725.95 5911.4 3760.88 6115.28
1376 3725.95 5911.39 3760.88 6115.28
1377 3725.95 5911.39 3760.88 6115.28
1378 3725.95 5911.39 3760.88 6115.28
1379 3725.95 5911.39 3760.88 6115.28
1380 3725.95 5911.39 3760.88 6115.28
1381 3725.96 5911.39 3760.88 6115.28
1382 3725.96 5911.39 3760.88 6115.28
1383 3725.96 5911.39 3760.88 6115.28
1384 3725.96 5911.4 3760.88 6115.28
1385 3725.96 5911.4 3760.88 6115.28
1386 3725.96 5911.4 3760.88 6115.28
1387 3725.96 5911.4 3760.88 6115.28
1388 3725.96 5911.4 3760.88 6115.28
1389 3725.96 5911.4 3760.88 6115.28
1390 3725.96 5911.41 3760.88 6115.28
1391 3725.96 5911.41 3760.88 6115.28
1392 3725.96 5911.41 3760.88 6115.28
1393 3725.96 5911.41 3760.88 6115.28
1394 3725.96 5911.41 3760.88 6115.28
1395 3725.96 5911.41 3760.88 6115.28
1396 3725.96 5911.41 3760.88 6115.28
1397 3725.96 5911.41 3760.88 6115.28
1398 3725.96 5911.41 3760.88 6115.28
1399 3725.96 5911.42 3760.88 6115.28
1400 3725.96 5911.42 3760.88 6115.28
1401 3725.96 5911.41 3760.88 6115.28
1402 3725.96 5911.41 3760.88 6115.28
1403 3725.96 5911.41 3760.88 6115.28
1404 3725.96 5911.41 3760.88 6115.28
1405 3725.96 5911.41 3760.88 6115.28
1406 3725.95 5911.41 3760.88 6115.28
1407 3725.95 5911.41 3760.88 6115.27
1408 3725.95 5911.41 3760.88 6115.27
1409 3725.95 5911.4 3760.88 6115.27
1410 3725.95 5911.4 3760.88 6115.27
1411 3725.95 5911.4 3760.88 6115.27
1412 3725.95 5911.4 3760.88 6115.27
1413 3725.95 5911.4 3760.88 6115.27
1414 3725.95 5911.39 3760.88 6115.27
1415 3725.95 5911.39 3760.88 6115.27
1416 3725.95 5911.39 3760.88 6115.27
1417 3725.95 5911.39 3760.88 6115.27
1418 3725.95 5911.39 3760.88 6115.27
1419 3725.95 5911.39 3760.88 6115.27
1420 3725.95 5911.39 3760.88 6115.27
1421 3725.95 5911.38 3760.88 6115.27
1422 3725.95 5911.38 3760.88 6115.27
1423 3725.95 5911.38 3760.88 6115.27
1424 3725.95 5911.38 3760.88 6115.27
1425 3725.95 5911.38 3760.88 6115.27
1426 3725.95 5911.38 3760.88 6115.27
1427 3725.95 5911.38 3760.88 6115.27
1428 3725.95 5911.38 3760.88 6115.27
1429 3725.95 5911.39 3760.88 6115.27
1430 3725.95 5911.39 3760.88 6115.27
1431 3725.96 5911.39 3760.88 6115.27
1432 3725.96 5911.39 3760.88 6115.27
1433 3725.96 5911.39 3760.88 6115.27
1434 3725.96 5911.39 3760.88 6115.27
1435 3725.96 5911.39 3760.88 6115.27
1436 3725.96 5911.39 3760.88 6115.27
1437 3725.96 5911.4 3760.88 6115.27
1438 3725.96 5911.4 3760.88 6115.27
1439 3725.96 5911.4 3760.88 6115.27
1440 3725.96 5911.4 3760.88 6115.27
1441 3725.96 5911.4 3760.88 6115.27
1442 3725.96 5911.4 3760.88 6115.27
1443 3725.96 5911.4 3760.88 6115.27
1444 3725.96 5911.4 3760.88 6115.27
1445 3725.96 5911.4 3760.88 6115.27
1446 3725.96 5911.41 3760.88 6115.27
1447 3725.96 5911.41 3760.88 6115.27
1448 3725.96 5911.41 3760.88 6115.27
1449 3725.96 5911.41 3760.88 6115.27
1450 3725.96 5911.4 3760.88 6115.27
1451 3725.96 5911.4 3760.88 6115.27
1452 3725.96 5911.4 3760.88 6115.27
1453 3725.96 5911.4 3760.88 6115.27
1454 3725.96 5911.4 3760.88 6115.27
1455 3725.96 5911.4 3760.88 6115.27
1456 3725.95 5911.4 3760.88 6115.27
1457 3725.95 5911.4 3760.88 6115.27
1458 3725.95 5911.4 3760.88 6115.27
1459 3725.95 5911.4 3760.88 6115.27
1460 3725.95 5911.39 3760.88 6115.27
1461 3725.95 5911.39 3760.88 6115.27
1462 3725.95 5911.39 3760.88 6115.27
1463 3725.95 5911.39 3760.88 6115.27
1464 3725.95 5911.39 3760.88 6115.27
1465 3725.95 5911.39 3760.88 6115.27
1466 3725.95 5911.39 3760.88 6115.27
1467 3725.95 5911.39 3760.88 6115.27
1468 3725.95 5911.38 3760.88 6115.27
1469 3725.95 5911.38 3760.88 6115.27
1470 3725.95 5911.38 3760.88 6115.27
1471 3725.95 5911.38 3760.88 6115.27
1472 3725.95 5911.38 3760.88 6115.27
1473 3725.95 5911.38 3760.88 6115.27
1474 3725.95 5911.38 3760.88 6115.27
1475 3725.96 5911.38 3760.88 6115.27
1476 3725.96 5911.38 3760.88 6115.27
1477 3725.96 5911.39 3760.88 6115.27
1478 3725.96 5911.39 3760.88 6115.27
1479 3725.96 5911.39 3760.88 6115.27
1480 3725.96 5911.39 3760.88 6115.27
1481 3725.96 5911.39 3760.88 6115.27
1482 3725.96 5911.39 3760.88 6115.27
1483 3725.96 5911.39 3760.88 6115.27
1484 3725.96 5911.39 3760.88 6115.27
1485 3725.96 5911.39 3760.88 6115.27
1486 3725.96 5911.4 3760.88 6115.27
1487 3725.96 5911.4 3760.88 6115.27
1488 3725.96 5911.4 3760.88 6115.27
1489 3725.96 5911.4 3760.88 6115.27
1490 3725.96 5911.4 3760.88 6115.27
1491 3725.96 5911.4 3760.88 6115.27
1492 3725.96 5911.4 3760.88 6115.27
1493 3725.96 5911.4 3760.88 6115.27
1494 3725.96 5911.4 3760.88 6115.27
1495 3725.96 5911.4 3760.88 6115.27
1496 3725.96 5911.4 3760.88 6115.27
1497 3725.96 5911.4 3760.88 6115.27
1498 3725.96 5911.4 3760.88 6115.27
1499 3725.96 5911.4 3760.88 6115.27
1500 3725.96 5911.4 3760.88 6115.27
