Iter MassResid UResid VResid Core_dP_AfterInletBuffer(Pa) Full_dP_FullSystem(Pa)
1293 1.00562e-05 0.000320618 7.16047e-05 3726.01 5911.42
1294 1.00509e-05 0.000317849 7.13511e-05 3726.01 5911.42
1295 9.92466e-06 0.000316601 7.13284e-05 3726 5911.43
1296 9.84683e-06 0.000316043 7.18198e-05 3726 5911.43
1297 9.77443e-06 0.000311366 7.24624e-05 3726 5911.43
1298 9.92979e-06 0.000311782 7.18272e-05 3725.99 5911.44
1299 1.00575e-05 0.000314447 7.16318e-05 3725.99 5911.45
1300 1.00411e-05 0.000317325 7.19514e-05 3725.98 5911.45
1301 1.0084e-05 0.000320281 7.12628e-05 3725.98 5911.46
1302 1.01284e-05 0.000319441 7.12412e-05 3725.97 5911.46
1303 1.00344e-05 0.000319373 7.15667e-05 3725.97 5911.47
1304 9.9877e-06 0.000319887 7.17999e-05 3725.96 5911.47
1305 9.96266e-06 0.000316543 7.21197e-05 3725.96 5911.47
1306 9.78725e-06 0.000314337 7.19402e-05 3725.95 5911.48
1307 9.89592e-06 0.000312071 7.19236e-05 3725.95 5911.48
1308 9.93105e-06 0.000312575 7.25259e-05 3725.95 5911.48
1309 1.00205e-05 0.000316951 7.18236e-05 3725.94 5911.48
1310 1.01284e-05 0.000318612 7.08865e-05 3725.94 5911.48
1311 1.0066e-05 0.000319689 7.12321e-05 3725.94 5911.48
1312 1.00662e-05 0.000321374 7.18596e-05 3725.93 5911.48
1313 1.00893e-05 0.000319856 7.13593e-05 3725.93 5911.48
1314 9.94808e-06 0.000318596 7.14846e-05 3725.93 5911.48
1315 9.89956e-06 0.000317427 7.1616e-05 3725.93 5911.47
1316 9.83041e-06 0.000313824 7.25686e-05 3725.93 5911.47
1317 9.85814e-06 0.000310805 7.22609e-05 3725.93 5911.47
1318 1.00362e-05 0.000314616 7.15763e-05 3725.93 5911.46
1319 1.00376e-05 0.000317111 7.21431e-05 3725.93 5911.46
1320 1.00727e-05 0.000320137 7.13873e-05 3725.93 5911.45
1321 1.01464e-05 0.000320862 7.12007e-05 3725.93 5911.44
1322 1.00487e-05 0.000320673 7.15514e-05 3725.94 5911.44
1323 1.00257e-05 0.000320665 7.20747e-05 3725.94 5911.43
1324 1.00039e-05 0.000318554 7.20178e-05 3725.94 5911.43
1325 9.84724e-06 0.000316472 7.21921e-05 3725.95 5911.42
1326 9.83587e-06 0.000313664 7.16985e-05 3725.95 5911.42
1327 9.93058e-06 0.000311038 7.25762e-05 3725.95 5911.41
1328 9.99111e-06 0.000315664 7.21621e-05 3725.96 5911.41
1329 1.0118e-05 0.000318964 7.11295e-05 3725.96 5911.41
1330 1.00894e-05 0.000320086 7.13269e-05 3725.96 5911.4
1331 1.00859e-05 0.000321384 7.19582e-05 3725.97 5911.4
1332 1.01136e-05 0.000321226 7.16542e-05 3725.97 5911.4
1333 9.99823e-06 0.00032016 7.15041e-05 3725.97 5911.4
1334 9.94029e-06 0.00031851 7.18672e-05 3725.97 5911.4
1335 9.87603e-06 0.000315887 7.24536e-05 3725.98 5911.4
1336 9.80632e-06 0.000312836 7.24527e-05 3725.98 5911.4
1337 9.99124e-06 0.000313583 7.16366e-05 3725.98 5911.4
1338 1.00458e-05 0.000316346 7.21646e-05 3725.98 5911.4
1339 1.00671e-05 0.000319161 7.16405e-05 3725.98 5911.4
1340 1.01474e-05 0.000321338 7.14142e-05 3725.98 5911.41
1341 1.00903e-05 0.00032148 7.14313e-05 3725.98 5911.41
1342 1.00509e-05 0.000321095 7.21743e-05 3725.98 5911.41
1343 1.00348e-05 0.00032011 7.1687e-05 3725.98 5911.41
1344 9.90507e-06 0.00031805 7.21971e-05 3725.98 5911.42
1345 9.81655e-06 0.000315154 7.16314e-05 3725.98 5911.42
1346 9.89617e-06 0.000312126 7.24608e-05 3725.97 5911.42
1347 9.95573e-06 0.000313564 7.2302e-05 3725.97 5911.43
1348 1.00905e-05 0.000318344 7.13543e-05 3725.97 5911.43
1349 1.01083e-05 0.00031998 7.14293e-05 3725.97 5911.43
1350 1.00935e-05 0.000321053 7.18756e-05 3725.97 5911.43
1351 1.01282e-05 0.000322139 7.18672e-05 3725.96 5911.43
1352 1.00453e-05 0.000321195 7.16727e-05 3725.96 5911.44
1353 9.97408e-06 0.000319501 7.20088e-05 3725.96 5911.44
1354 9.91462e-06 0.000317778 7.21721e-05 3725.96 5911.44
1355 9.77486e-06 0.000314449 7.24567e-05 3725.95 5911.44
1356 9.93192e-06 0.000311603 7.17452e-05 3725.95 5911.44
1357 1.0034e-05 0.000315088 7.21542e-05 3725.95 5911.44
1358 1.0051e-05 0.000317988 7.18374e-05 3725.95 5911.44
1359 1.01388e-05 0.000321396 7.14274e-05 3725.95 5911.43
1360 1.01213e-05 0.000321818 7.14975e-05 3725.95 5911.43
1361 1.00728e-05 0.000321492 7.21712e-05 3725.94 5911.43
1362 1.00613e-05 0.000321553 7.19346e-05 3725.94 5911.43
1363 9.95726e-06 0.000319282 7.20269e-05 3725.94 5911.42
1364 9.85806e-06 0.000316568 7.16219e-05 3725.94 5911.42
1365 9.84304e-06 0.000314239 7.23159e-05 3725.94 5911.42
1366 9.90879e-06 0.000312061 7.23895e-05 3725.94 5911.42
1367 1.00555e-05 0.00031727 7.15016e-05 3725.94 5911.41
1368 1.01163e-05 0.000319376 7.15858e-05 3725.94 5911.41
1369 1.00957e-05 0.000320836 7.16961e-05 3725.94 5911.41
1370 1.01363e-05 0.0003229 7.19616e-05 3725.94 5911.4
1371 1.0086e-05 0.000321878 7.18192e-05 3725.94 5911.4
1372 1.00062e-05 0.000320426 7.21408e-05 3725.94 5911.4
1373 9.95026e-06 0.000319566 7.18589e-05 3725.94 5911.4
1374 9.82987e-06 0.00031597 7.24104e-05 3725.95 5911.4
1375 9.86138e-06 0.000312224 7.17712e-05 3725.95 5911.4
1376 1.00065e-05 0.000313277 7.21876e-05 3725.95 5911.39
1377 1.00273e-05 0.000317541 7.20671e-05 3725.95 5911.39
1378 1.01233e-05 0.000321208 7.13061e-05 3725.95 5911.39
1379 1.01433e-05 0.000321722 7.14775e-05 3725.95 5911.39
1380 1.00889e-05 0.000321789 7.21465e-05 3725.95 5911.39
1381 1.0083e-05 0.0003228 7.21485e-05 3725.96 5911.39
1382 1.00037e-05 0.000320341 7.17749e-05 3725.96 5911.39
1383 9.89465e-06 0.000317747 7.1789e-05 3725.96 5911.39
1384 9.7984e-06 0.000316101 7.2201e-05 3725.96 5911.4
1385 9.85251e-06 0.000311452 7.25008e-05 3725.96 5911.4
1386 1.0013e-05 0.000315909 7.15499e-05 3725.96 5911.4
1387 1.01125e-05 0.000318376 7.175e-05 3725.96 5911.4
1388 1.00927e-05 0.000321028 7.148e-05 3725.96 5911.4
1389 1.01392e-05 0.000323456 7.20091e-05 3725.96 5911.4
1390 1.01214e-05 0.000322388 7.1875e-05 3725.96 5911.41
1391 1.00347e-05 0.000321137 7.22668e-05 3725.96 5911.41
1392 9.98391e-06 0.000321132 7.2023e-05 3725.96 5911.41
1393 9.88286e-06 0.000317514 7.23801e-05 3725.96 5911.41
1394 9.78257e-06 0.000313685 7.19488e-05 3725.96 5911.41
1395 9.96921e-06 0.000311836 7.22274e-05 3725.96 5911.41
1396 9.99763e-06 0.000316551 7.23076e-05 3725.96 5911.41
1397 1.01039e-05 0.000320794 7.11396e-05 3725.96 5911.41
1398 1.01609e-05 0.000321599 7.13606e-05 3725.96 5911.41
1399 1.01024e-05 0.000322659 7.21211e-05 3725.96 5911.42
1400 1.01019e-05 0.000323855 7.2359e-05 3725.96 5911.42
1401 1.00498e-05 0.000321463 7.1887e-05 3725.96 5911.41
1402 9.93324e-06 0.000318994 7.20219e-05 3725.96 5911.41
1403 9.84271e-06 0.000317891 7.20986e-05 3725.96 5911.41
1404 9.81483e-06 0.000313358 7.26269e-05 3725.96 5911.41
1405 9.96187e-06 0.000314202 7.1904e-05 3725.96 5911.41
1406 1.00985e-05 0.00031799 7.18798e-05 3725.95 5911.41
1407 1.00825e-05 0.000320873 7.17433e-05 3725.95 5911.41
1408 1.01374e-05 0.000323673 7.2026e-05 3725.95 5911.41
1409 1.01516e-05 0.000322855 7.18746e-05 3725.95 5911.4
1410 1.00594e-05 0.000322564 7.2357e-05 3725.95 5911.4
1411 1.0016e-05 0.000322472 7.23162e-05 3725.95 5911.4
1412 9.93397e-06 0.000319029 7.23198e-05 3725.95 5911.4
1413 9.79204e-06 0.000315481 7.21528e-05 3725.95 5911.4
1414 9.91761e-06 0.000313353 7.22182e-05 3725.95 5911.39
1415 9.98035e-06 0.000315059 7.24911e-05 3725.95 5911.39
1416 1.00754e-05 0.000319907 7.14927e-05 3725.95 5911.39
1417 1.01657e-05 0.000321934 7.1154e-05 3725.95 5911.39
1418 1.0108e-05 0.000323241 7.20252e-05 3725.95 5911.39
1419 1.01151e-05 0.000324527 7.24908e-05 3725.95 5911.39
1420 1.0089e-05 0.000322413 7.20058e-05 3725.95 5911.39
1421 9.96745e-06 0.000320776 7.21862e-05 3725.95 5911.38
1422 9.88414e-06 0.000319495 7.19162e-05 3725.95 5911.38
1423 9.77806e-06 0.000315093 7.26641e-05 3725.95 5911.38
1424 9.89981e-06 0.000311919 7.21611e-05 3725.95 5911.38
1425 1.00721e-05 0.000316979 7.19394e-05 3725.95 5911.38
1426 1.00765e-05 0.000320348 7.19575e-05 3725.95 5911.38
1427 1.01292e-05 0.000323435 7.1949e-05 3725.95 5911.38
1428 1.01742e-05 0.00032373 7.18236e-05 3725.95 5911.38
1429 1.00797e-05 0.000323737 7.23734e-05 3725.95 5911.39
1430 1.00441e-05 0.000323605 7.25278e-05 3725.95 5911.39
1431 9.98191e-06 0.000320379 7.21591e-05 3725.96 5911.39
1432 9.83654e-06 0.000317495 7.22469e-05 3725.96 5911.39
1433 9.85072e-06 0.000315286 7.21409e-05 3725.96 5911.39
1434 9.95318e-06 0.000313106 7.25945e-05 3725.96 5911.39
1435 1.00388e-05 0.000318509 7.17865e-05 3725.96 5911.39
1436 1.01605e-05 0.000321703 7.13084e-05 3725.96 5911.39
1437 1.0108e-05 0.000323504 7.18422e-05 3725.96 5911.4
1438 1.01256e-05 0.000324938 7.25293e-05 3725.96 5911.4
1439 1.01249e-05 0.000323536 7.21048e-05 3725.96 5911.4
1440 1.00014e-05 0.000322356 7.23119e-05 3725.96 5911.4
1441 9.92634e-06 0.000321089 7.21656e-05 3725.96 5911.4
1442 9.83269e-06 0.000316761 7.26102e-05 3725.96 5911.4
1443 9.8264e-06 0.000312785 7.23281e-05 3725.96 5911.4
1444 1.00334e-05 0.000315327 7.19809e-05 3725.96 5911.4
1445 1.00753e-05 0.000319396 7.21504e-05 3725.96 5911.4
1446 1.0115e-05 0.00032284 7.17661e-05 3725.96 5911.41
1447 1.01881e-05 0.000324197 7.18565e-05 3725.96 5911.41
1448 1.00967e-05 0.000324584 7.2333e-05 3725.96 5911.41
1449 1.00698e-05 0.000324612 7.26757e-05 3725.96 5911.41
1450 1.00269e-05 0.000321611 7.19924e-05 3725.96 5911.4
1451 9.87971e-06 0.00031932 7.22218e-05 3725.96 5911.4
1452 9.76912e-06 0.000317178 7.20301e-05 3725.96 5911.4
1453 9.90994e-06 0.000311832 7.2657e-05 3725.96 5911.4
1454 9.99518e-06 0.000316674 7.20328e-05 3725.96 5911.4
1455 1.01472e-05 0.000320995 7.14909e-05 3725.96 5911.4
1456 1.01284e-05 0.000323393 7.15947e-05 3725.95 5911.4
1457 1.01335e-05 0.000325171 7.24952e-05 3725.95 5911.4
1458 1.01577e-05 0.000324718 7.2182e-05 3725.95 5911.4
1459 1.00347e-05 0.000323727 7.24224e-05 3725.95 5911.4
1460 9.96697e-06 0.000322643 7.24343e-05 3725.95 5911.39
1461 9.88716e-06 0.000318391 7.25079e-05 3725.95 5911.39
1462 9.74771e-06 0.0003149 7.24407e-05 3725.95 5911.39
1463 9.9848e-06 0.000313141 7.20355e-05 3725.95 5911.39
1464 1.00608e-05 0.000318004 7.23556e-05 3725.95 5911.39
1465 1.00974e-05 0.000322037 7.14908e-05 3725.95 5911.39
1466 1.01971e-05 0.000324422 7.18249e-05 3725.95 5911.39
1467 1.01182e-05 0.000325181 7.22659e-05 3725.95 5911.39
1468 1.00955e-05 0.000325558 7.27963e-05 3725.95 5911.38
1469 1.00725e-05 0.000323367 7.21693e-05 3725.95 5911.38
1470 9.92436e-06 0.000321115 7.21326e-05 3725.95 5911.38
1471 9.8189e-06 0.000319081 7.19135e-05 3725.95 5911.38
1472 9.85084e-06 0.000313807 7.2719e-05 3725.95 5911.38
1473 9.95187e-06 0.000314476 7.22746e-05 3725.95 5911.38
1474 1.0125e-05 0.000319894 7.16845e-05 3725.95 5911.38
1475 1.01394e-05 0.000322871 7.16952e-05 3725.96 5911.38
1476 1.01363e-05 0.000325177 7.24115e-05 3725.96 5911.38
1477 1.01848e-05 0.000325647 7.23122e-05 3725.96 5911.39
1478 1.00638e-05 0.000324871 7.25142e-05 3725.96 5911.39
1479 1.00042e-05 0.000324023 7.26789e-05 3725.96 5911.39
1480 9.93831e-06 0.000320206 7.23744e-05 3725.96 5911.39
1481 9.7699e-06 0.000316926 7.25144e-05 3725.96 5911.39
1482 9.92136e-06 0.000314039 7.20801e-05 3725.96 5911.39
1483 1.00308e-05 0.00031604 7.25397e-05 3725.96 5911.39
1484 1.00794e-05 0.000320846 7.17292e-05 3725.96 5911.39
1485 1.01954e-05 0.000324203 7.16947e-05 3725.96 5911.39
1486 1.01454e-05 0.000325376 7.21513e-05 3725.96 5911.4
1487 1.01137e-05 0.00032616 7.28579e-05 3725.96 5911.4
1488 1.01095e-05 0.000324742 7.23329e-05 3725.96 5911.4
1489 9.96179e-06 0.00032264 7.23267e-05 3725.96 5911.4
1490 9.86483e-06 0.000320695 7.21422e-05 3725.96 5911.4
1491 9.77408e-06 0.000315597 7.2731e-05 3725.96 5911.4
1492 9.89643e-06 0.000311828 7.24574e-05 3725.96 5911.4
1493 1.00911e-05 0.000318314 7.18298e-05 3725.96 5911.4
1494 1.01355e-05 0.000321897 7.1951e-05 3725.96 5911.4
1495 1.01378e-05 0.000324835 7.22462e-05 3725.96 5911.4
1496 1.02021e-05 0.000326181 7.23539e-05 3725.96 5911.4
1497 1.00898e-05 0.000325752 7.25443e-05 3725.96 5911.4
1498 1.00376e-05 0.000325146 7.28597e-05 3725.96 5911.4
1499 9.98536e-06 0.000321967 7.21831e-05 3725.96 5911.4
1500 9.81702e-06 0.000318809 7.25245e-05 3725.96 5911.4
